,block_number,from_address,to_address,isERC20
45709209,12764692,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x31b470a65168cc0e8cd3a53460a6e2d6d56d4489,False
26446050,10235653,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x87f38bbfec15d84fb40f0ab7f62f921e98f830ad,False
35567743,11332492,0x25c2f0e18f8945f5395aa971c99e95f808e79dea,0x14d2a3b146f906293fde1566768517ea036e3cb4,False
15120526,7643619,0x0000000000b3f879cb30fe243b4dfee438691c04,0x7d04970a632be9abb045d94a1aa8d1615279e8cf,False
10717672,6865294,0x0000000000b3f879cb30fe243b4dfee438691c04,0xe4a2fd42b457b97bb56aa4c8a3589a1f6bead79d,False
36421846,11397834,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe9d6f53e95e47a91e3b6effb18d83dbd04a213da,False
39435818,12170630,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x618f26fcb3a0c6d6239d146159e8c84911790bcd,False
33674056,11121986,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x435c70813458c51485e0513b25deae162df49d5a,False
26072355,10189312,0x0000000000b3f879cb30fe243b4dfee438691c04,0x777e66ac1c21e3073c83f2884ccca533283ca35a,False
34951048,11235685,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe0958b418e4d4770c8a833dfdc6d1f96385ee115,False
10582500,6848120,0x0000000000b3f879cb30fe243b4dfee438691c04,0x0fa4b7152d36e81eb37d6b4ac9cd9518f76c41fb,False
43963668,12622479,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb6698361d4ee339eedad0ae5b75de0aba5fe0247,False
33248110,11082304,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xea7017ca47ce3b82993abc2d9b515da8ab3f3cde,False
42042039,12510492,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5103d1873ef8162cdffdd6d3ea1a3a8f868a2c3d,False
39323798,12132408,0xa24787320ede4cc19d800bf87b41ab9539c4da9d,0x1498b52dddd31a054334a9171b8be9a93ce729a9,False
25138580,9908039,0x0000000000b3f879cb30fe243b4dfee438691c04,0xfea57d70d87f22452a90d0889afde5b2c241fdfa,False
10957400,6888616,0x0000000000b3f879cb30fe243b4dfee438691c04,0xf6d3f98cc9657b79ecd8ac132aa2cd02e2720d80,False
23746508,9726543,0x0000000000b3f879cb30fe243b4dfee438691c04,0x5a097ddd50fdeb5fcddac93de903d65f0f217f2a,False
19139289,8797525,0x0000000000b3f879cb30fe243b4dfee438691c04,0xddadfb52c381d4a92b83e755485e4c1d9acbfc11,False
33499183,11115615,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5405adfeb9f5c3151bc46d59ae7105f2d45cdada,False
44108548,12630459,0xffa397285ce46fb78c588a9e993286aac68c37cd,0xa18ff442e615f1bb628738715c341d26b1521428,False
43847024,12618508,0x1522900b6dafac587d499a862861c0869be6e428,0xa55fc31fc14c104400379647785ed4e3ad99678f,False
3461748,4757877,0x0000000000b3f879cb30fe243b4dfee438691c04,0x3bda65f2dff5ba93a7412da73545b6f7ceb391f2,False
20388606,9179625,0x0000000000b3f879cb30fe243b4dfee438691c04,0x72592c4eed5e43bf39953b430a5b71d0b6c3306f,False
36482332,11403038,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x0f1b98c4258b2fc86669a67707cf58bfe0243c97,False
23553858,9710924,0x0000000000b3f879cb30fe243b4dfee438691c04,0xfba430a6b8899295b9b8569520abe58cc3ef23c1,False
19791635,9014537,0x0000000000b3f879cb30fe243b4dfee438691c04,0x356560eb2c4e48744e24128504dc57e53c9ddb42,False
4523721,4964261,0x0000000000b3f879cb30fe243b4dfee438691c04,0xf200055216f3dd9c3db66c931fed5fcd6dfa3a97,False
31839275,10979886,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x95d6f3f9388b2c3f86e850f36d37e48d33dd12e5,False
24287436,9783848,0x0000000000b3f879cb30fe243b4dfee438691c04,0x872fe3d62d810463b943125315b5943793605fcb,False
41607670,12476940,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x8333ff12a8c090042eb5b3ba7dc816b721939c66,False
43262432,12580032,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1eba54c4457ee13b207dbf014fe2d12a549465ac,False
16406442,8039588,0x0000000000b3f879cb30fe243b4dfee438691c04,0x5f1a9ec77401ce1fec96d623882a2e922a8a0b7d,False
35587354,11336848,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xec2d4951f0354f3567a6392cc4bfc944b1793917,False
34284574,11181484,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd27fc0eb5e55729b1ba96d30d7f0f71bb938f3dd,False
32009535,10992172,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x92681cb4da4d16228d4c508fc44bbc8595e093f8,False
32140999,11011993,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x6fce8e8a1c815192cfcad2fc16105c6cf980effd,False
36644614,11442152,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x807c6b3eb94528000e84579d14dadf9fd98ef773,False
16827116,8145201,0x0000000000b3f879cb30fe243b4dfee438691c04,0x463400b425af7ac73936a6f76c2276045ee04725,False
27218174,10382492,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xc0c6441d75d3e2832f2e78f61f50a900dcaaa34d,False
39924372,12234333,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xed50210fa0104772bc5b4bb8c794dca12b6a3d5a,False
24471167,9810244,0x0000000000b3f879cb30fe243b4dfee438691c04,0xd9fa97d1f757ae38dc4183a9537cf1319db7f16b,False
4273526,4909986,0x0000000000b3f879cb30fe243b4dfee438691c04,0xd6ad94b3aed33d27d29c700c9081d027f93e2c59,False
34276819,11180599,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x05573e1f66fe4a403ad531b4ce869afdec4a9c65,False
26252315,10207550,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xabaeacb4d77876e9094d91835190b928734c99f7,False
22796781,9665643,0x0000000000b3f879cb30fe243b4dfee438691c04,0x20aae5ca303eadf2d4a77472ab11cab815edc7f4,False
30244924,10745365,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4f0f5fb18e6c7aa7e3796e92791d41806df14b1c,False
20392798,9179740,0x0000000000b3f879cb30fe243b4dfee438691c04,0x9d5bca7be376704db76b644fafb990d646d5a91a,False
37727424,11767261,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb11f1f4f7db04474ac1fdc7c6164c6afa079e856,False
43825591,12617655,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xf00ead21db03ad7dc5de35804f940d209e40dde7,False
41588288,12473870,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2a1caae20bafdb2891f2575a2afd1c72c82e03e5,False
10009126,6776932,0x4f01001cf69785d4c37f03fd87398849411ccbba,0xf8dced0370db83653b78ba1932f1c55154333610,False
22503671,9608547,0x0000000000b3f879cb30fe243b4dfee438691c04,0x75765df42dddf32f50e5644a85fc6aa2abcacedf,False
33680443,11122056,0x000000000000084e91743124a982076c59f10084,0x1c0224a9810eef735fb950f3135cf640568ee912,False
27081172,10356563,0x0000000000b3f879cb30fe243b4dfee438691c04,0xbbbee72db9ef1f3f9be4bfef18e5c0b9d4d2697e,False
26296665,10208756,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x9fdedcb1622f956b71fca8e6ece1ccd1fb44f361,False
30857226,10824901,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0x3e4eda15cb067002d82fdc55876f4485f4b8eace,False
36853567,11503085,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xbd8f827543acc4367b424c1dcfd5b2bb268b7fb8,False
44143646,12632143,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x8f057871ff9fa9d07d576fb5a4c36f552fa04ce7,False
33773044,11126865,0x0000000000b3f879cb30fe243b4dfee438691c04,0xb1a1d821a122d963ead798c9d867e24ea2628e97,False
14184478,7441339,0x0000000000b3f879cb30fe243b4dfee438691c04,0xf8a34af65e5c49f31ba583cab25c81d2ef06fbea,False
42574769,12541048,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd76e385e9037dfbb21676a7ef8719c921da2b02b,False
26734453,10302685,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xed7f28280a90fbd415b78d6ef47c4ae4f67a03e2,False
38124929,11838701,0xa5409ec958c83c3f309868babaca7c86dcb077c1,0x6ba9575a3fa14a3f2d63719c17e6fdf631ff9ab0,False
33128454,11078187,0x0000000000b3f879cb30fe243b4dfee438691c04,0xc2190d3da81a1addea82dfb71d4b397624d3e9ff,False
39422838,12167725,0xa5409ec958c83c3f309868babaca7c86dcb077c1,0x5a40007668996a3528a53c09f7c763d5fdf3cd93,False
28941785,10617818,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x879b11362b1f65a9a5c63d3fddd947c55615cf1f,False
34351553,11187949,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xda0b3d1b76793c5aabfd2143b2814d60af500271,False
41148376,12369970,0xffa397285ce46fb78c588a9e993286aac68c37cd,0xbfaf191514a7cd16e665c93df64aff4065cc9da1,False
37900599,11804048,0xf6874c88757721a02f47592140905c4336dfbc61,0xfcc8cb14b5800f24b861aae93894eab2a6891f0e,False
37645419,11754190,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x342f2a9393844ba42deef823d672d58787861f6b,False
23353343,9691954,0x0000000000b3f879cb30fe243b4dfee438691c04,0x0001b658c0c1281f446e13dc1ebf31dd2f2ab33b,False
30783318,10819389,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x7eb0d9b70d6e7762b0a34061664894a3a77f128d,False
43969818,12622573,0x0000000000b3f879cb30fe243b4dfee438691c04,0x7e40d838fbe5302149ebceea113f9cec3452ec18,False
19086938,8777689,0x0000000000b3f879cb30fe243b4dfee438691c04,0x9788252af6690c7ff3dc2577eb582115dd4829b5,False
10292994,6810532,0x4f01001cf69785d4c37f03fd87398849411ccbba,0x1cffa7c94cb3956191958b0259f601c8b9f48cbe,False
16320836,8012936,0x0000000000085d4780b73119b644ae5ecd22b376,0x51bc4839301436e9ba70ff4aec8b0f62ac9827ef,False
36341538,11392472,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x5484b0723738add50ac33c3e97d841c8492b3e69,False
26973307,10343709,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1b7cfad9aeb612b530db0d30de1f2fc04bfc6e2f,False
37020934,11566913,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3b81c8a9645491d63addc8e73530a1970ce57b1b,False
40720787,12321434,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x53459d2159c65cd41c877e936ee87f776bb8813b,False
36441352,11398979,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4d035b84283661bfae4c1413669f5d33f0df681a,False
1818291,4293172,0x0000000000b3f879cb30fe243b4dfee438691c04,0x9ce0be3de4e9fe8b3e43a3e0ebc6db567110914a,False
11764939,6946646,0x0000000000b3f879cb30fe243b4dfee438691c04,0x85c68dd8ced965ccd1e7f18a59b1cd0e3d618fda,False
33972581,11141095,0x25c2f0e18f8945f5395aa971c99e95f808e79dea,0xa28dcc68696e8c5bb13afd311012ee13198c2d9a,False
34002294,11147237,0xab45c5a4b0c941a2f231c04c3f49182e1a254052,0x188e132a926390179b44a83d3c0e2d61f59ff8cd,False
30277478,10746295,0x131a99859a8bfa3251d899f0675607766736ffae,0xc44831bd1a721feb893f6a5e5bcdfb111e8099dd,False
18643312,8700959,0x0000000000b3f879cb30fe243b4dfee438691c04,0x1e5ea0c42b02758a7ea8b4f0bf5e5ca862c70c53,False
42984091,12574038,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x6ec9667a0ffed72be60307dcb1d8e515870c8f5f,False
43693203,12609276,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x7f772cec6468b075051df51d9c6bacdc7c995ba3,False
46013513,12835906,0xa5409ec958c83c3f309868babaca7c86dcb077c1,0x3f1aef344ce166545d3f1feb9cdefcc16222ebe1,False
11000517,6891665,0x0000000000b3f879cb30fe243b4dfee438691c04,0x583e49a1c40a3dd20157351022ce090a73a83315,False
43225319,12579164,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5201edfea626c4df91b6f1d99169c7029093c3de,False
39913280,12231029,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x66ee0c0025c8bd2e92127fe8a99a8f7ae272579c,False
44474878,12666943,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x811111c9fdd2133c9e7a3d58382a01d038bfed25,False
29302035,10666518,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x7f8e7f11145633a318a2a8e4f79a1101a325c3c3,False
40400711,12305113,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb561a6123eea836b4a09a4144c37343d9dfcf026,False
39969270,12244079,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x6cc0bcff9f357873ef85608a9c4ecc0ba6a31394,False
41285834,12401865,0xa24787320ede4cc19d800bf87b41ab9539c4da9d,0xbec6b2cc5d83458fe4450bcf1cd4c627e01ce35d,False
46382454,12940657,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5a60d34dc8919361490bbe34ff3e7783927f041c,False
41031339,12353242,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x24f795fbd6bac5adb2cdf5c7acd09bda705b953d,False
38225230,11859513,0x1522900b6dafac587d499a862861c0869be6e428,0xf3838e1d5e15dd7d8f93c45221a52e070fefad07,False
45132344,12714675,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2dc99b27465bc1bc7dc71dce1615b9326a820ccf,False
39792263,12216414,0x0000000000b3f879cb30fe243b4dfee438691c04,0x6a42a4f151cb028b42a79995a84a825b21589379,False
44198410,12638090,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xffd8ed5e6995ccfc81f930b26d6cbd48aa16ec98,False
3640170,4790067,0x0000000000b3f879cb30fe243b4dfee438691c04,0x5d986714a35f4755ad902d4d53c7f7f1d86f3ea6,False
30097365,10732785,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5d9e3ecb4d391a769eb025a1e81dba467db956c6,False
44628894,12674148,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x21048c463eff084894117a3c82965ad845a14975,False
22503380,9608535,0x0000000000b3f879cb30fe243b4dfee438691c04,0x04491b48de033ae5576449e453bcbedd4cdd18c9,False
34682629,11216003,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x05efd85c15d86ffa1c4039653c10864fc04dee63,False
4739153,5005458,0x1522900b6dafac587d499a862861c0869be6e428,0x09ccca78fc28764f59092e91474993db28563538,False
42234314,12526493,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x556b01b1e1743f146a8e5a663c88cc8f8a90c4d0,False
15946894,7912109,0x0000000000b3f879cb30fe243b4dfee438691c04,0x13f9a44877f4658cf1ad2e60363e68d9e186ab82,False
39747150,12214982,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xecb41adaaf654c87bb045a2ae206bd2515f4d322,False
34880704,11231719,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5306a4b15bbe295b2c81e559d2bb3d640dd291f3,False
32459067,11036945,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x398f0917b1e1e3fe9f605909647e4eacf8bcfa41,False
9952624,6771695,0x4f01001cf69785d4c37f03fd87398849411ccbba,0xc8f3badaab138d46fcb67df8fbef8b68b15f99ef,False
44298175,12651314,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd119596cff7121d568503e19441098a504ea4073,False
39257461,12123962,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x600da16723e3216ea2185ae727ca0e1014d3a28f,False
45963843,12814024,0xa5409ec958c83c3f309868babaca7c86dcb077c1,0x08848e1011ea5909a0f3629bdd55c0aac10f6030,False
33301589,11084316,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2b9c18f4c2ccff1d003f8ade307da98d55c2e84d,False
23118959,9678270,0x0000000000b3f879cb30fe243b4dfee438691c04,0x18518d991a48ef762978301603618f0a9519e0ae,False
34875565,11231166,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x8073e8167fb3faea9202466ff272b26d95fe133e,False
38098692,11832904,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0xbd6beda3fef546e247cb5bd8605b1d44485281b7,False
42114883,12515194,0xffa397285ce46fb78c588a9e993286aac68c37cd,0x172b56f0d12dae84f352731727db031cf6e4f2b7,False
35316585,11258519,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3952cf865d999844e4968f5359aec510d6fd4ad6,False
9170775,6689726,0x4f01001cf69785d4c37f03fd87398849411ccbba,0xd9a534b5a3c885d0071ccfd73e8b9358eda79018,False
42164889,12520904,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1323eb68235a7b4a6925c9ab0115570c5af8da8a,False
38989982,12062647,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1a22655259a349731d646110289c3cdd818d2c93,False
44469490,12666867,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd9d3ea0e3c9ebfa2954992400f33449f8130ad23,False
34545422,11208989,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x7403dad83e20d8a7e8e6aece31d0b85e04dbc65b,False
33892331,11134029,0x0000000000b3f879cb30fe243b4dfee438691c04,0x83c2b9115fb539f09e7468fa7e08e2c6698ae7f4,False
39459222,12172707,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xd3f4ee0e6c83c3fce9dbbf00b9db86fc84825f98,False
32266714,11026224,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x570ec8ce64cea7eb5b8048041951d553c9b80b65,False
29261232,10664428,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xc8340b02e99172c6b861372dcf0ce82636015d6d,False
29913440,10718904,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5e66b9b245567658ebf7d25313e8114946d50a62,False
25044170,9892643,0x0000000000b3f879cb30fe243b4dfee438691c04,0xd8404a9a44c748b75f6fe0eea8a7e9f5e70d32b9,False
30034762,10729140,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe87467f76fd52f3073bdec2056137daff5040602,False
16848371,8149963,0x0000000000b3f879cb30fe243b4dfee438691c04,0x2fe701751f327c6cf1597fe150997be2ea0f5808,False
30938602,10846381,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xefceb40f09f7c7bb6a3f9ccef9ff1a25419af76a,False
29772280,10712314,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3a218fe28f638d0c9ca8a1e3457d7cc18d137de3,False
27537402,10402127,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x57970d0b233d6af4cda592e9e5336b21ecfb1add,False
30084909,10732103,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4cafa5d67c9433cac25a7c6947d28c8320cbac4c,False
20456884,9183845,0x0000000000b3f879cb30fe243b4dfee438691c04,0x8fd525618689edab508f8d952529b95b29249a9b,False
27945577,10440993,0x0000000000b3f879cb30fe243b4dfee438691c04,0x06f9c57e3b9eef2a8d020a3787b78587b76db1dd,False
44938713,12707857,0x0000000000b3f879cb30fe243b4dfee438691c04,0xa77f3bbb02caba50c83a583d8ae23375ed6fb0cc,False
39052525,12078648,0x000000000000006f6502b7f2bbac8c30a3f67e9a,0x8df1aef849ac7d3bfb0b51901a57cca7f7fbcdf8,False
40491442,12307238,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x8196f30be110ce4a43bf232b4c2d4189bb0ec268,False
9911785,6767334,0x0000000000b3f879cb30fe243b4dfee438691c04,0xb2a504b3247a8ad2c1be1979928e4336849fc4b3,False
26299792,10208854,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xf74277b5534b03d482487df8ee5c27c670f55086,False
30979759,10850904,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xa6082f8945b9686215fbdf2b91feb75f89a3bf8d,False
35772341,11345876,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xeb8d742d89277ad6829af60da8d964f4d8cdca73,False
40631827,12312449,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xc9b51366edcf256b78af80ef7e9535a88d00028e,False
41426165,12436895,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x28f876262124bacd8e003f99df40fde12a1f765f,False
44243061,12643145,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x7850a9569fc0b4ba965c04866c0af9c4ae79da59,False
14132803,7432070,0x0000000000b3f879cb30fe243b4dfee438691c04,0x4d3aff9687c313105b85fafd390bc07f2d8e9e69,False
33599755,11119786,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xafc8aad76a0c3fa63fdc57e5d7be9facd23352c2,False
27622932,10409240,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2d7dd606291d580fb79524a5aaaf67e5bb5e8163,False
35673389,11343417,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xaaba543636fb9812ad2a55b849610286c7674c28,False
38021651,11813869,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xbf4eddf9bd814dfcf1302b8cdb3dabde03bfaa4a,False
28667851,10584847,0x0000000000b3f879cb30fe243b4dfee438691c04,0x2b2ed69fec14a8ff88cd1c6b9dbd49cdae553854,False
34884586,11232018,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x03c696af119ebff290ba076e2fec8f14b8cf2c64,False
31300982,10921722,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd235a75486843ef442fabf7e210215622cbbce53,False
36156685,11355176,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xc8e70297a7c097608fa28a830cac8618ca6f5fd7,False
37186371,11625053,0x2971adfa57b20e5a416ae5a708a8655a9c74f723,0x10cf4010ef8630ec3dbf53106b4de8d99df6a5c5,False
2163752,4390012,0x1522900b6dafac587d499a862861c0869be6e428,0x047aac4ebd49636a9a5bcafbe33330bf0d6745b1,False
42575759,12541062,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xef116b7319d79e2685d21b76e7d184bbec049b4a,False
37829147,11798646,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x72e68fb0527c7b34877ab5039d8b53bcddcead16,False
39120142,12091119,0xf6874c88757721a02f47592140905c4336dfbc61,0x4f1f895488cd6bcf3156de09f37bb66ffe4f86d0,False
3795114,4805031,0x0000000000b3f879cb30fe243b4dfee438691c04,0xd6571538b6cfc2d5993502d16db21cc066e56728,False
34829215,11225801,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x66f657e4e3210e96a663f2829a49326d91e46f3c,False
41145215,12369026,0xffa397285ce46fb78c588a9e993286aac68c37cd,0xb7f1db7b9b364157c354c2638fef96da1746046c,False
22891001,9669538,0x0000000000b3f879cb30fe243b4dfee438691c04,0x6eedb29f0098b3a743132995b76e5c00bce54012,False
3824223,4808841,0x0000000000b3f879cb30fe243b4dfee438691c04,0xce2aff5b78ea4e3dda0b66205c0d5add1fff3e7d,False
6512126,5537998,0x4f01001cf69785d4c37f03fd87398849411ccbba,0xdb78e755fa9b17a77165fd533b1a645ba6abc0df,False
16985199,8186935,0x0000000000b3f879cb30fe243b4dfee438691c04,0x84a0879f00508e3a23654ee24b81c471120e53d3,False
10448411,6833711,0x4f01001cf69785d4c37f03fd87398849411ccbba,0xb5fd3c1fa7e78f834c6a33aac1ffe57f6885d03d,False
45817043,12794641,0xf6874c88757721a02f47592140905c4336dfbc61,0xcb0c246ad0eb7b07605d2ba5867defbbf0d2224b,False
32108469,11008573,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x88e1fa55d3e3f9c7049806fd8c4537d3a1916958,False
28706715,10590839,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1940f0e4a346bcb95f3fadd6196f0361d44de8b9,False
7154245,6053827,0x0000000000b3f879cb30fe243b4dfee438691c04,0x140deb869b59d61f3eabb11352cced4b2f6de113,False
37676658,11756633,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xced6ce014ac939e4251c5db74f2faa4ead09d203,False
39073897,12080459,0xa5409ec958c83c3f309868babaca7c86dcb077c1,0x7cd16fb8ba6d921806b10df54ce09665651f16b3,False
22793524,9665277,0x0000000000b3f879cb30fe243b4dfee438691c04,0xcdeb1d0523a5e3d4cc4a34a1df20eb2d4ee537cc,False
5240860,5117959,0x4f01001cf69785d4c37f03fd87398849411ccbba,0xa6bbc69461860757b5a755a3140f24ed6a215d73,False
20258410,9163488,0x0000000000b3f879cb30fe243b4dfee438691c04,0xcf91f5051b32f1ae3b6c5649ee004f4778a0e451,False
35809833,11347157,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xf9d48441c83a572393731e29cb4d914a3b948568,False
27947503,10441034,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xf2e2a926588e7f1e257590bd6c60d6e0c836105d,False
33943650,11136939,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x978cdf0360fa1f16d51c21a51959a831287dfa7f,False
18671627,8704458,0x0000000000b3f879cb30fe243b4dfee438691c04,0x075ac5c3bf317f16c5c20e66ea042232415e3f5e,False
42821913,12567155,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x48d8c8991d5ec58c995710dc558add914330abb0,False
25928653,10144470,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x373cb6e67b5cbc97e39c0ce392834143c58b2568,False
3430926,4752657,0x0000000000b3f879cb30fe243b4dfee438691c04,0x357ec59ab0b7a052edc7e7a0965ee117a5a1f4bc,False
20898909,9257715,0x0000000000b3f879cb30fe243b4dfee438691c04,0x8d1d601ee5adb28e2798b7e4253d113b01753fed,False
33514272,11116356,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd09bba4056175c76b72d73f7d88bbabc58dbb49a,False
34964476,11235791,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb1686eddd3c80b3c446e928c2d2ebc94de3c3edf,False
27795506,10433236,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x96612e0d9efcaf47684bd2fd42cc3e9478a6e316,False
44657190,12674658,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x63cfa700894d4d6ec73fb5d0285b2f20698335d2,False
28751748,10595055,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xea01b5b686943840a918d6470350ef2c73cebd74,False
37333741,11659903,0xa24787320ede4cc19d800bf87b41ab9539c4da9d,0x56d55b67def58061c0887ea9877124708f04db05,False
29394846,10669847,0x000000000000006f6502b7f2bbac8c30a3f67e9a,0x17b006b8120119062d34adc674090fb61c4eebc6,False
27426931,10397619,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x746502c88ddc26961d26254ad15a264187c0079b,False
35149372,11244780,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xee6271d18350dd52b9f040486451311f4de112c7,False
36207818,11358734,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3535bf6f9ea71fbcd25165d4f386c4727e5a945c,False
34543070,11208903,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1237ddddeb8b780429ecff661464684996885c97,False
37732454,11768571,0xa24787320ede4cc19d800bf87b41ab9539c4da9d,0xda6dbdfa69fdf0fd14b3ddabd60713fd8623eccf,False
4080293,4844821,0x4f01001cf69785d4c37f03fd87398849411ccbba,0x9c66878b1e8e5520809cd7b3d3d33b3d670e76c7,False
